INFO    2019-03-22 13:02:06,647 [main] com.api.common.GenericActions  - Starting Simulator servers
INFO    2019-03-22 13:02:08,082 [main] com.api.common.GenericActions  - Set trackdata1 == %B6315881002861896^DATES/GLOVES   SQUAT            ^378298230010?F1110000300077
INFO    2019-03-22 13:02:08,082 [main] com.api.common.GenericActions  - Setting trackdata2
INFO    2019-03-22 13:02:08,082 [main] com.api.common.GenericActions  - Set trackdata2 == %6315881002861896^3782982300123456789?F
INFO    2019-03-22 13:02:08,082 [main] com.api.common.GenericActions  - Setting ServiceRestrictionCode
INFO    2019-03-22 13:02:08,082 [main] com.api.common.GenericActions  - my line NetworkID == 1MCC == 4899
INFO    2019-03-22 13:02:08,082 [main] com.api.common.GenericActions  - End of @FCValid_Scenerio_Amount == 
INFO    2019-03-22 13:02:08,189 [main] com.se.database.SqliteDB  - connected to sqlite database
INFO    2019-03-22 13:02:08,189 [main] com.se.database.SqliteDB  - Getting issuerResponse from sqliteDB for cardNumber 2220118912341518
INFO    2019-03-22 13:02:08,190 [main] com.api.common.GenericActions  - Started :: FCIFSCV1TC3PurcRespInterchange fee calculation on valid transaction with different Amount
INFO    2019-03-22 13:02:08,191 [main] com.api.common.GenericActions  - expectedAcqResponse=000 expectedfeeRuleID=9902 expectedfeeAmount=99
INFO    2019-03-22 13:02:08,295 [main] com.api.common.GenericActions  - Actual Acquirer Response for field39 == 000
INFO    2019-03-22 13:02:08,296 [main] com.api.common.GenericActions  - Actual Acquirer Response for field123== 0TXN-IC123-990200000000000000000998400000000000000
INFO    2019-03-22 13:02:08,296 [main] com.api.common.GenericActions  - Actual and expected acquirer response is correct
INFO    2019-03-22 13:02:08,296 [main] com.api.common.GenericActions  - Actual ProgramCode== 0TXN-IC123-9902
INFO    2019-03-22 13:02:08,296 [main] com.api.common.GenericActions  - actualfeeRuleID== 9902
INFO    2019-03-22 13:02:08,296 [main] com.api.common.GenericActions  - Amount== 000000000000000099
INFO    2019-03-22 13:02:08,296 [main] com.api.common.GenericActions  - Actual Fee Amount== 99
INFO    2019-03-22 13:02:08,296 [main] com.api.common.GenericActions  - TEST PASSED: FCIFSCV1TC3PurcResp Interchange fee calculation is correct
INFO    2019-03-22 13:02:08,297 [main] com.api.common.GenericActions  - Starting Simulator servers
INFO    2019-03-22 13:02:08,298 [main] com.api.common.GenericActions  - Executing test case with TestCaseNumber == FCIFSCV1TC4PurcResp TranType == 00CardNumber == 2220118912341518
INFO    2019-03-22 13:02:08,299 [main] com.api.common.GenericActions  - Starting of Interchange Fee test cases @FCValid_Scenerio_Amount == 
INFO    2019-03-22 13:02:08,299 [main] com.api.common.GenericActions  - TranType == 00CardNumber == 2220118912341518MerchantCategoryCode == 4900Amount == 20502
INFO    2019-03-22 13:02:08,299 [main] com.api.common.GenericActions  - ISO Packager ==== com.api.connector.SEISOB93Packager@64e7619d
INFO    2019-03-22 13:02:08,299 [main] com.api.common.GenericActions  - CardNumber == 2220118912341518
INFO    2019-03-22 13:02:08,300 [main] com.api.common.GenericActions  - Amount == 20502
INFO    2019-03-22 13:02:08,300 [main] com.api.common.GenericActions  - Setting Purchase TranType
INFO    2019-03-22 13:02:08,300 [main] com.api.common.GenericActions  - TranType == 00
INFO    2019-03-22 13:02:08,300 [main] com.api.common.GenericActions  - NetworkID == 1transactionclassification == Pos Purchase+PIN
INFO    2019-03-22 13:02:08,300 [main] com.api.common.GenericActions  - Setting trackdata1
INFO    2019-03-22 13:02:08,300 [main] com.api.common.GenericActions  - Set trackdata1 == %B6315881002861896^DATES/GLOVES   SQUAT            ^378298230010?F1110000300077
INFO    2019-03-22 13:02:08,300 [main] com.api.common.GenericActions  - Setting trackdata2
INFO    2019-03-22 13:02:08,300 [main] com.api.common.GenericActions  - Set trackdata2 == %6315881002861896^3782982300123456789?F
INFO    2019-03-22 13:02:08,300 [main] com.api.common.GenericActions  - Setting ServiceRestrictionCode
INFO    2019-03-22 13:02:08,300 [main] com.api.common.GenericActions  - my line NetworkID == 1MCC == 4900
INFO    2019-03-22 13:02:08,300 [main] com.api.common.GenericActions  - End of @FCValid_Scenerio_Amount == 
INFO    2019-03-22 13:02:08,402 [main] com.se.database.SqliteDB  - connected to sqlite database
INFO    2019-03-22 13:02:08,403 [main] com.se.database.SqliteDB  - Getting issuerResponse from sqliteDB for cardNumber 2220118912341518
INFO    2019-03-22 13:02:08,404 [main] com.api.common.GenericActions  - Started :: FCIFSCV1TC4PurcRespInterchange fee calculation on valid transaction with different Amount
INFO    2019-03-22 13:02:08,404 [main] com.api.common.GenericActions  - expectedAcqResponse=000 expectedfeeRuleID=9901 expectedfeeAmount=30
INFO    2019-03-22 13:02:08,519 [main] com.api.common.GenericActions  - Actual Acquirer Response for field39 == 000
INFO    2019-03-22 13:02:08,519 [main] com.api.common.GenericActions  - Actual Acquirer Response for field123== 0TXN-IC123-990100000000000000000308400000000000000
INFO    2019-03-22 13:02:08,519 [main] com.api.common.GenericActions  - Actual and expected acquirer response is correct
INFO    2019-03-22 13:02:08,519 [main] com.api.common.GenericActions  - Actual ProgramCode== 0TXN-IC123-9901
INFO    2019-03-22 13:02:08,519 [main] com.api.common.GenericActions  - actualfeeRuleID== 9901
INFO    2019-03-22 13:02:08,519 [main] com.api.common.GenericActions  - Amount== 000000000000000030
INFO    2019-03-22 13:02:08,519 [main] com.api.common.GenericActions  - Actual Fee Amount== 30
INFO    2019-03-22 13:02:08,520 [main] com.api.common.GenericActions  - TEST PASSED: FCIFSCV1TC4PurcResp Interchange fee calculation is correct
INFO    2019-03-22 13:02:08,521 [main] com.api.common.GenericActions  - Starting Simulator servers
INFO    2019-03-22 13:02:08,522 [main] com.api.common.GenericActions  - Executing test case with TestCaseNumber == FCIFSCV1TC6PurcResp TranType == 00CardNumber == 2220118912341518
INFO    2019-03-22 13:02:08,523 [main] com.api.common.GenericActions  - Starting of Interchange Fee test cases @FCValid_Scenerio_Amount == 
INFO    2019-03-22 13:02:08,524 [main] com.api.common.GenericActions  - TranType == 00CardNumber == 2220118912341518MerchantCategoryCode == 4899Amount == 90000
INFO    2019-03-22 13:02:08,524 [main] com.api.common.GenericActions  - ISO Packager ==== com.api.connector.SEISOB93Packager@64e7619d
INFO    2019-03-22 13:02:08,524 [main] com.api.common.GenericActions  - CardNumber == 2220118912341518
INFO    2019-03-22 13:02:08,524 [main] com.api.common.GenericActions  - Amount == 90000
INFO    2019-03-22 13:02:08,524 [main] com.api.common.GenericActions  - Setting Purchase TranType
INFO    2019-03-22 13:02:08,524 [main] com.api.common.GenericActions  - TranType == 00
INFO    2019-03-22 13:02:08,524 [main] com.api.common.GenericActions  - NetworkID == 1transactionclassification == Pos Purchase+PIN
INFO    2019-03-22 13:02:08,524 [main] com.api.common.GenericActions  - Setting trackdata1
INFO    2019-03-22 13:02:08,524 [main] com.api.common.GenericActions  - Set trackdata1 == %B6315881002861896^DATES/GLOVES   SQUAT            ^378298230010?F1110000300077
INFO    2019-03-22 13:02:08,524 [main] com.api.common.GenericActions  - Setting trackdata2
INFO    2019-03-22 13:02:08,524 [main] com.api.common.GenericActions  - Set trackdata2 == %6315881002861896^3782982300123456789?F
INFO    2019-03-22 13:02:08,524 [main] com.api.common.GenericActions  - Setting ServiceRestrictionCode
INFO    2019-03-22 13:02:08,525 [main] com.api.common.GenericActions  - my line NetworkID == 1MCC == 4899
INFO    2019-03-22 13:02:08,525 [main] com.api.common.GenericActions  - End of @FCValid_Scenerio_Amount == 
INFO    2019-03-22 13:02:08,657 [main] com.se.database.SqliteDB  - connected to sqlite database
INFO    2019-03-22 13:02:08,658 [main] com.se.database.SqliteDB  - Getting issuerResponse from sqliteDB for cardNumber 2220118912341518
INFO    2019-03-22 13:02:08,659 [main] com.api.common.GenericActions  - Started :: FCIFSCV1TC6PurcRespInterchange fee calculation on valid transaction with different Amount
INFO    2019-03-22 13:02:08,659 [main] com.api.common.GenericActions  - expectedAcqResponse=000 expectedfeeRuleID=9902 expectedfeeAmount=226
INFO    2019-03-22 13:02:08,770 [main] com.api.common.GenericActions  - Actual Acquirer Response for field39 == 000
INFO    2019-03-22 13:02:08,770 [main] com.api.common.GenericActions  - Actual Acquirer Response for field123== 0TXN-IC123-990200000000000000002268400000000000000
INFO    2019-03-22 13:02:08,770 [main] com.api.common.GenericActions  - Actual and expected acquirer response is correct
INFO    2019-03-22 13:02:08,770 [main] com.api.common.GenericActions  - Actual ProgramCode== 0TXN-IC123-9902
INFO    2019-03-22 13:02:08,770 [main] com.api.common.GenericActions  - actualfeeRuleID== 9902
INFO    2019-03-22 13:02:08,771 [main] com.api.common.GenericActions  - Amount== 000000000000000226
INFO    2019-03-22 13:02:08,771 [main] com.api.common.GenericActions  - Actual Fee Amount== 226
INFO    2019-03-22 13:02:08,771 [main] com.api.common.GenericActions  - TEST PASSED: FCIFSCV1TC6PurcResp Interchange fee calculation is correct
INFO    2019-03-22 13:02:08,772 [main] com.api.common.GenericActions  - Starting Simulator servers
INFO    2019-03-22 13:02:08,773 [main] com.api.common.GenericActions  - Executing test case with TestCaseNumber == FCIFSCV1TC7PurcResp TranType == 00CardNumber == 2220118912341518
INFO    2019-03-22 13:02:08,774 [main] com.api.common.GenericActions  - Starting of Interchange Fee test cases @FCValid_Scenerio_Amount == 
INFO    2019-03-22 13:02:08,774 [main] com.api.common.GenericActions  - TranType == 00CardNumber == 2220118912341518MerchantCategoryCode == 4899Amount == 35655
INFO    2019-03-22 13:02:08,774 [main] com.api.common.GenericActions  - ISO Packager ==== com.api.connector.SEISOB93Packager@64e7619d
INFO    2019-03-22 13:02:08,774 [main] com.api.common.GenericActions  - CardNumber == 2220118912341518
INFO    2019-03-22 13:02:08,774 [main] com.api.common.GenericActions  - Amount == 35655
INFO    2019-03-22 13:02:08,774 [main] com.api.common.GenericActions  - Setting Purchase TranType
INFO    2019-03-22 13:02:08,774 [main] com.api.common.GenericActions  - TranType == 00
INFO    2019-03-22 13:02:08,774 [main] com.api.common.GenericActions  - NetworkID == 1transactionclassification == Pos Purchase+PIN
INFO    2019-03-22 13:02:08,775 [main] com.api.common.GenericActions  - Setting trackdata1
INFO    2019-03-22 13:02:08,775 [main] com.api.common.GenericActions  - Set trackdata1 == %B6315881002861896^DATES/GLOVES   SQUAT            ^378298230010?F1110000300077
INFO    2019-03-22 13:02:08,775 [main] com.api.common.GenericActions  - Setting trackdata2
INFO    2019-03-22 13:02:08,775 [main] com.api.common.GenericActions  - Set trackdata2 == %6315881002861896^3782982300123456789?F
INFO    2019-03-22 13:02:08,775 [main] com.api.common.GenericActions  - Setting ServiceRestrictionCode
INFO    2019-03-22 13:02:08,775 [main] com.api.common.GenericActions  - my line NetworkID == 1MCC == 4899
INFO    2019-03-22 13:02:08,775 [main] com.api.common.GenericActions  - End of @FCValid_Scenerio_Amount == 
INFO    2019-03-22 13:02:08,887 [main] com.se.database.SqliteDB  - connected to sqlite database
INFO    2019-03-22 13:02:08,887 [main] com.se.database.SqliteDB  - Getting issuerResponse from sqliteDB for cardNumber 2220118912341518
INFO    2019-03-22 13:02:08,888 [main] com.api.common.GenericActions  - Started :: FCIFSCV1TC7PurcRespInterchange fee calculation on valid transaction with different Amount
INFO    2019-03-22 13:02:08,889 [main] com.api.common.GenericActions  - expectedAcqResponse=000 expectedfeeRuleID=9902 expectedfeeAmount=226
INFO    2019-03-22 13:02:08,998 [main] com.api.common.GenericActions  - Actual Acquirer Response for field39 == 000
INFO    2019-03-22 13:02:08,998 [main] com.api.common.GenericActions  - Actual Acquirer Response for field123== 0TXN-IC123-990200000000000000002268400000000000000
INFO    2019-03-22 13:02:08,998 [main] com.api.common.GenericActions  - Actual and expected acquirer response is correct
INFO    2019-03-22 13:02:08,998 [main] com.api.common.GenericActions  - Actual ProgramCode== 0TXN-IC123-9902
INFO    2019-03-22 13:02:08,998 [main] com.api.common.GenericActions  - actualfeeRuleID== 9902
INFO    2019-03-22 13:02:08,998 [main] com.api.common.GenericActions  - Amount== 000000000000000226
INFO    2019-03-22 13:02:08,998 [main] com.api.common.GenericActions  - Actual Fee Amount== 226
INFO    2019-03-22 13:02:08,998 [main] com.api.common.GenericActions  - TEST PASSED: FCIFSCV1TC7PurcResp Interchange fee calculation is correct
INFO    2019-03-22 13:02:08,999 [main] com.api.common.GenericActions  - Starting Simulator servers
INFO    2019-03-22 13:02:09,000 [main] com.api.common.GenericActions  - Executing test case with TestCaseNumber == FCIFSCV1TC8PurcResp TranType == 00CardNumber == 2220118912341518
INFO    2019-03-22 13:02:09,001 [main] com.api.common.GenericActions  - Starting of Interchange Fee test cases @FCValid_Scenerio_Amount == 
INFO    2019-03-22 13:02:09,001 [main] com.api.common.GenericActions  - TranType == 00CardNumber == 2220118912341518MerchantCategoryCode == 4899Amount == 878787
INFO    2019-03-22 13:02:09,001 [main] com.api.common.GenericActions  - ISO Packager ==== com.api.connector.SEISOB93Packager@64e7619d
INFO    2019-03-22 13:02:09,001 [main] com.api.common.GenericActions  - CardNumber == 2220118912341518
INFO    2019-03-22 13:02:09,002 [main] com.api.common.GenericActions  - Amount == 878787
INFO    2019-03-22 13:02:09,002 [main] com.api.common.GenericActions  - Setting Purchase TranType
INFO    2019-03-22 13:02:09,002 [main] com.api.common.GenericActions  - TranType == 00
INFO    2019-03-22 13:02:09,002 [main] com.api.common.GenericActions  - NetworkID == 1transactionclassification == Pos Purchase+PIN
INFO    2019-03-22 13:02:09,002 [main] com.api.common.GenericActions  - Setting trackdata1
INFO    2019-03-22 13:02:09,002 [main] com.api.common.GenericActions  - Set trackdata1 == %B6315881002861896^DATES/GLOVES   SQUAT            ^378298230010?F1110000300077
INFO    2019-03-22 13:02:09,002 [main] com.api.common.GenericActions  - Setting trackdata2
INFO    2019-03-22 13:02:09,002 [main] com.api.common.GenericActions  - Set trackdata2 == %6315881002861896^3782982300123456789?F
INFO    2019-03-22 13:02:09,002 [main] com.api.common.GenericActions  - Setting ServiceRestrictionCode
INFO    2019-03-22 13:02:09,002 [main] com.api.common.GenericActions  - my line NetworkID == 1MCC == 4899
INFO    2019-03-22 13:02:09,002 [main] com.api.common.GenericActions  - End of @FCValid_Scenerio_Amount == 
INFO    2019-03-22 13:02:09,114 [main] com.se.database.SqliteDB  - connected to sqlite database
INFO    2019-03-22 13:02:09,115 [main] com.se.database.SqliteDB  - Getting issuerResponse from sqliteDB for cardNumber 2220118912341518
INFO    2019-03-22 13:02:09,116 [main] com.api.common.GenericActions  - Started :: FCIFSCV1TC8PurcRespInterchange fee calculation on valid transaction with different Amount
INFO    2019-03-22 13:02:09,116 [main] com.api.common.GenericActions  - expectedAcqResponse=000 expectedfeeRuleID=9902 expectedfeeAmount=226
INFO    2019-03-22 13:02:09,217 [main] com.api.common.GenericActions  - Actual Acquirer Response for field39 == 000
INFO    2019-03-22 13:02:09,217 [main] com.api.common.GenericActions  - Actual Acquirer Response for field123== 0TXN-IC123-990200000000000000002268400000000000000
INFO    2019-03-22 13:02:09,217 [main] com.api.common.GenericActions  - Actual and expected acquirer response is correct
INFO    2019-03-22 13:02:09,217 [main] com.api.common.GenericActions  - Actual ProgramCode== 0TXN-IC123-9902
INFO    2019-03-22 13:02:09,217 [main] com.api.common.GenericActions  - actualfeeRuleID== 9902
INFO    2019-03-22 13:02:09,217 [main] com.api.common.GenericActions  - Amount== 000000000000000226
INFO    2019-03-22 13:02:09,217 [main] com.api.common.GenericActions  - Actual Fee Amount== 226
INFO    2019-03-22 13:02:09,217 [main] com.api.common.GenericActions  - TEST PASSED: FCIFSCV1TC8PurcResp Interchange fee calculation is correct
INFO    2019-03-22 13:02:09,219 [main] com.api.common.GenericActions  - Starting Simulator servers
INFO    2019-03-22 13:02:09,220 [main] com.api.common.GenericActions  - Executing test case with TestCaseNumber == FCIFSCV1TC9PurcResp TranType == 00CardNumber == 2220118912341518
INFO    2019-03-22 13:02:09,221 [main] com.api.common.GenericActions  - Starting of Interchange Fee test cases @FCValid_Scenerio_Amount == 
INFO    2019-03-22 13:02:09,221 [main] com.api.common.GenericActions  - TranType == 00CardNumber == 2220118912341518MerchantCategoryCode == 4899Amount == 60000
INFO    2019-03-22 13:02:09,221 [main] com.api.common.GenericActions  - ISO Packager ==== com.api.connector.SEISOB93Packager@64e7619d
INFO    2019-03-22 13:02:09,221 [main] com.api.common.GenericActions  - CardNumber == 2220118912341518
INFO    2019-03-22 13:02:09,221 [main] com.api.common.GenericActions  - Amount == 60000
INFO    2019-03-22 13:02:09,222 [main] com.api.common.GenericActions  - Setting Purchase TranType
INFO    2019-03-22 13:02:09,222 [main] com.api.common.GenericActions  - TranType == 00
INFO    2019-03-22 13:02:09,222 [main] com.api.common.GenericActions  - NetworkID == 1transactionclassification == Pos Purchase+PIN
INFO    2019-03-22 13:02:09,222 [main] com.api.common.GenericActions  - Setting trackdata1
INFO    2019-03-22 13:02:09,222 [main] com.api.common.GenericActions  - Set trackdata1 == %B6315881002861896^DATES/GLOVES   SQUAT            ^378298230010?F1110000300077
INFO    2019-03-22 13:02:09,222 [main] com.api.common.GenericActions  - Setting trackdata2
INFO    2019-03-22 13:02:09,222 [main] com.api.common.GenericActions  - Set trackdata2 == %6315881002861896^3782982300123456789?F
INFO    2019-03-22 13:02:09,222 [main] com.api.common.GenericActions  - Setting ServiceRestrictionCode
INFO    2019-03-22 13:02:09,222 [main] com.api.common.GenericActions  - my line NetworkID == 1MCC == 4899
INFO    2019-03-22 13:02:09,222 [main] com.api.common.GenericActions  - End of @FCValid_Scenerio_Amount == 
INFO    2019-03-22 13:02:09,330 [main] com.se.database.SqliteDB  - connected to sqlite database
INFO    2019-03-22 13:02:09,331 [main] com.se.database.SqliteDB  - Getting issuerResponse from sqliteDB for cardNumber 2220118912341518
INFO    2019-03-22 13:02:09,332 [main] com.api.common.GenericActions  - Started :: FCIFSCV1TC9PurcRespInterchange fee calculation on valid transaction with different Amount
INFO    2019-03-22 13:02:09,332 [main] com.api.common.GenericActions  - expectedAcqResponse=000 expectedfeeRuleID=9902 expectedfeeAmount=226
INFO    2019-03-22 13:02:09,425 [main] com.api.common.GenericActions  - Actual Acquirer Response for field39 == 000
INFO    2019-03-22 13:02:09,425 [main] com.api.common.GenericActions  - Actual Acquirer Response for field123== 0TXN-IC123-990200000000000000002268400000000000000
INFO    2019-03-22 13:02:09,425 [main] com.api.common.GenericActions  - Actual and expected acquirer response is correct
INFO    2019-03-22 13:02:09,425 [main] com.api.common.GenericActions  - Actual ProgramCode== 0TXN-IC123-9902
INFO    2019-03-22 13:02:09,425 [main] com.api.common.GenericActions  - actualfeeRuleID== 9902
INFO    2019-03-22 13:02:09,425 [main] com.api.common.GenericActions  - Amount== 000000000000000226
INFO    2019-03-22 13:02:09,425 [main] com.api.common.GenericActions  - Actual Fee Amount== 226
INFO    2019-03-22 13:02:09,425 [main] com.api.common.GenericActions  - TEST PASSED: FCIFSCV1TC9PurcResp Interchange fee calculation is correct
INFO    2019-03-22 13:02:09,426 [main] com.api.common.GenericActions  - Starting Simulator servers
INFO    2019-03-22 13:02:09,427 [main] com.api.common.GenericActions  - Executing test case with TestCaseNumber == FCIFSCV1TC10PurcResp TranType == 00CardNumber == 2220118912341518
INFO    2019-03-22 13:02:09,427 [main] com.api.common.GenericActions  - Starting of Interchange Fee test cases @FCValid_Scenerio_Amount == 
INFO    2019-03-22 13:02:09,427 [main] com.api.common.GenericActions  - TranType == 00CardNumber == 2220118912341518MerchantCategoryCode == 4899Amount == 30000
INFO    2019-03-22 13:02:09,427 [main] com.api.common.GenericActions  - ISO Packager ==== com.api.connector.SEISOB93Packager@64e7619d
INFO    2019-03-22 13:02:09,428 [main] com.api.common.GenericActions  - CardNumber == 2220118912341518
INFO    2019-03-22 13:02:09,428 [main] com.api.common.GenericActions  - Amount == 30000
INFO    2019-03-22 13:02:09,428 [main] com.api.common.GenericActions  - Setting Purchase TranType
INFO    2019-03-22 13:02:09,428 [main] com.api.common.GenericActions  - TranType == 00
INFO    2019-03-22 13:02:09,428 [main] com.api.common.GenericActions  - NetworkID == 1transactionclassification == Pos Purchase+PIN
INFO    2019-03-22 13:02:09,428 [main] com.api.common.GenericActions  - Setting trackdata1
INFO    2019-03-22 13:02:09,428 [main] com.api.common.GenericActions  - Set trackdata1 == %B6315881002861896^DATES/GLOVES   SQUAT            ^378298230010?F1110000300077
INFO    2019-03-22 13:02:09,428 [main] com.api.common.GenericActions  - Setting trackdata2
INFO    2019-03-22 13:02:09,428 [main] com.api.common.GenericActions  - Set trackdata2 == %6315881002861896^3782982300123456789?F
INFO    2019-03-22 13:02:09,428 [main] com.api.common.GenericActions  - Setting ServiceRestrictionCode
INFO    2019-03-22 13:02:09,428 [main] com.api.common.GenericActions  - my line NetworkID == 1MCC == 4899
INFO    2019-03-22 13:02:09,428 [main] com.api.common.GenericActions  - End of @FCValid_Scenerio_Amount == 
INFO    2019-03-22 13:02:09,532 [main] com.se.database.SqliteDB  - connected to sqlite database
INFO    2019-03-22 13:02:09,532 [main] com.se.database.SqliteDB  - Getting issuerResponse from sqliteDB for cardNumber 2220118912341518
INFO    2019-03-22 13:02:09,535 [main] com.api.common.GenericActions  - Started :: FCIFSCV1TC10PurcRespInterchange fee calculation on valid transaction with different Amount
INFO    2019-03-22 13:02:09,535 [main] com.api.common.GenericActions  - expectedAcqResponse=000 expectedfeeRuleID=9902 expectedfeeAmount=226
INFO    2019-03-22 13:02:09,674 [main] com.api.common.GenericActions  - Actual Acquirer Response for field39 == 000
INFO    2019-03-22 13:02:09,674 [main] com.api.common.GenericActions  - Actual Acquirer Response for field123== 0TXN-IC123-990200000000000000002268400000000000000
INFO    2019-03-22 13:02:09,674 [main] com.api.common.GenericActions  - Actual and expected acquirer response is correct
INFO    2019-03-22 13:02:09,674 [main] com.api.common.GenericActions  - Actual ProgramCode== 0TXN-IC123-9902
INFO    2019-03-22 13:02:09,674 [main] com.api.common.GenericActions  - actualfeeRuleID== 9902
INFO    2019-03-22 13:02:09,674 [main] com.api.common.GenericActions  - Amount== 000000000000000226
INFO    2019-03-22 13:02:09,674 [main] com.api.common.GenericActions  - Actual Fee Amount== 226
INFO    2019-03-22 13:02:09,674 [main] com.api.common.GenericActions  - TEST PASSED: FCIFSCV1TC10PurcResp Interchange fee calculation is correct
INFO    2019-03-22 13:02:09,675 [main] com.api.common.GenericActions  - Starting Simulator servers
INFO    2019-03-22 13:02:09,677 [main] com.api.common.GenericActions  - Executing test case with TestCaseNumber == FCIFSCV1TC11PurcResp TranType == 00CardNumber == 2220118912341518
INFO    2019-03-22 13:02:09,677 [main] com.api.common.GenericActions  - Starting of Interchange Fee test cases @FCValid_Scenerio_Amount == 
INFO    2019-03-22 13:02:09,677 [main] com.api.common.GenericActions  - TranType == 00CardNumber == 2220118912341518MerchantCategoryCode == 4899Amount == 88888
INFO    2019-03-22 13:02:09,677 [main] com.api.common.GenericActions  - ISO Packager ==== com.api.connector.SEISOB93Packager@64e7619d
INFO    2019-03-22 13:02:09,678 [main] com.api.common.GenericActions  - CardNumber == 2220118912341518
INFO    2019-03-22 13:02:09,678 [main] com.api.common.GenericActions  - Amount == 88888
INFO    2019-03-22 13:02:09,678 [main] com.api.common.GenericActions  - Setting Purchase TranType
